Event_ID,Event_Title,Date,Day_of_Navratri,State,City,Event_Type,Category,Participants,Donations,Duration_Hours,Rating,Age_Group,Venue_Type,Organizer,Entry_Fee,Food_Stalls,Live_Music,Celebrity_Guest,Prize_Money,Sponsor,Media_Coverage,Social_Media_Reach,Repeat_Attendees,First_Time_Attendees,Female_Participants,Male_Participants,Volunteers,Safety_Measures,Parking_Available,Accessibility,Environmental_Impact
1212,Techno Garba Dance Festival,2025-09-18,Day 4,Tamil Nadu,Chennai,Techno Garba,Garba & Dandiya: Cultural & Global Influence,524,152258.5,5,4.6,Adults (26-45),Temple Complex,Youth Association,0,No,Yes,No,0,No,No,8067,67,45,52,54,18,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1215,Navratri Cultural Evening,2025-09-18,Day 4,Rajasthan,Jaipur,Cultural Program,Mata Sati & the Significance of Shakti Peethas,190,40998.72,3,4.3,Youth (13-25),Stadium,Cultural Society,0,No,Yes,No,0,No,Yes,40563,28,79,52,45,45,Excellent,No,Wheelchair Accessible,Eco-Friendly
1224,Navratri Cultural Evening,2025-09-18,Day 4,Uttar Pradesh,Allahabad,Cultural Program,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),104,28064.52,4,4.0,Adults (26-45),Hotel Banquet,Local Community Committee,0,Yes,No,No,0,Yes,Yes,45115,34,58,60,51,30,Excellent,Yes,Not Accessible,Moderate
1225,Celebrity Navratri Night,2025-09-18,Day 4,Maharashtra,Aurangabad,Celebrity Night,"Fasting Foods, Rituals & Health Benefits",874,113660.16,4,4.3,Senior (45+),Temple Complex,Temple Trust,200,Yes,Yes,No,0,Yes,No,14833,57,54,63,35,17,Excellent,No,Limited,Moderate
1236,Techno Garba Dance Festival,2025-09-18,Day 4,Karnataka,Davangere,Techno Garba,Social & Economic Impact of Navratri Celebrations,704,145740.49,4,4.4,Kids (5-12),College Ground,Local Community Committee,50,Yes,Yes,No,0,Yes,No,38545,78,33,56,38,32,Excellent,Yes,Wheelchair Accessible,Traditional
1260,Techno Garba Dance Festival,2025-09-18,Day 4,Gujarat,Bhavnagar,Techno Garba,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",861,121150.23,4,4.2,Kids (5-12),Public Park,Corporate CSR Initiative,200,Yes,Yes,No,0,No,No,36628,53,34,59,43,35,Good,Yes,Wheelchair Accessible,Traditional
1281,Kids Navratri Special,2025-09-18,Day 4,Madhya Pradesh,Indore,Kids Special,Mata Sati & the Significance of Shakti Peethas,298,28945.75,3,4.4,Kids (5-12),Hotel Banquet,NGO - Women Empowerment,0,Yes,Yes,No,0,No,No,47715,29,63,66,42,36,Good,Yes,Wheelchair Accessible,Moderate
1296,Navratri Cultural Evening,2025-09-18,Day 4,Delhi,Faridabad,Cultural Program,"Music, Dance & Art Forms of Navratri across India",222,31522.7,3,4.0,Adults (26-45),Stadium,Corporate CSR Initiative,0,Yes,Yes,No,0,No,No,34012,21,71,66,43,18,Good,Yes,Wheelchair Accessible,Moderate
1304,Kids Navratri Special,2025-09-18,Day 4,Maharashtra,Nagpur,Kids Special,Women Empowerment through Devi Worship,267,21994.3,2,4.0,All Ages,Public Park,Youth Association,200,Yes,No,No,0,Yes,No,25853,68,24,62,45,27,Excellent,Yes,Limited,Eco-Friendly
1340,Garba Dance Competition,2025-09-18,Day 4,Punjab,Jalandhar,Competition,Indian Culture & Traditions during Navratri,119,11015.73,5,4.2,Adults (26-45),College Ground,Municipal Corporation,150,No,Yes,No,25000,Yes,Yes,5931,48,37,49,33,38,Good,Yes,Not Accessible,Eco-Friendly
1360,Navratri Cultural Evening,2025-09-18,Day 4,Rajasthan,Udaipur,Cultural Program,Eco-Friendly Navratri: Green Celebrations & Sustainability,140,28812.33,3,4.0,Senior (45+),Public Park,Corporate CSR Initiative,100,No,Yes,No,0,Yes,No,4838,73,70,65,48,34,Good,No,Wheelchair Accessible,Moderate
1378,Garba Dance Competition,2025-09-18,Day 4,Madhya Pradesh,Jabalpur,Competition,Indian Culture & Traditions during Navratri,62,14950.68,5,3.9,All Ages,Open Ground,Cultural Society,200,Yes,Yes,No,0,No,No,7189,27,26,49,37,37,Excellent,Yes,Wheelchair Accessible,Traditional
1386,Grand Dandiya Celebration,2025-09-18,Day 4,Punjab,Mohali,Dandiya Night,Garba & Dandiya: Cultural & Global Influence,164,43647.98,5,4.2,Youth (13-25),Stadium,Cultural Society,200,No,Yes,No,0,Yes,No,2885,47,45,46,48,19,Excellent,Yes,Not Accessible,Traditional
1396,College Navratri Fest,2025-09-18,Day 4,Uttar Pradesh,Allahabad,College Fest,Navratri as a Platform for Social Unity & Diversity,602,159531.95,5,4.3,All Ages,Public Park,Corporate CSR Initiative,50,Yes,No,No,0,No,No,22326,73,24,49,50,47,Good,Yes,Wheelchair Accessible,Moderate
1403,Techno Garba Dance Festival,2025-09-18,Day 4,Madhya Pradesh,Indore,Techno Garba,Women Empowerment through Devi Worship,540,60589.12,6,4.3,Kids (5-12),Temple Complex,NGO - Women Empowerment,0,Yes,No,No,0,No,Yes,8641,40,45,45,52,13,Good,Yes,Limited,Moderate
1408,Techno Garba Dance Festival,2025-09-18,Day 4,Punjab,Amritsar,Techno Garba,Eco-Friendly Navratri: Green Celebrations & Sustainability,592,67661.9,4,4.0,Kids (5-12),School Campus,Cultural Society,50,No,No,Yes,0,Yes,Yes,20589,22,40,55,35,22,Average,No,Wheelchair Accessible,Moderate
1414,Kids Navratri Special,2025-09-18,Day 4,Gujarat,Ahmedabad,Kids Special,Women Empowerment through Devi Worship,569,163393.85,3,4.1,Senior (45+),Public Park,School Management,50,Yes,No,No,0,Yes,No,22509,40,30,48,49,45,Good,No,Wheelchair Accessible,Moderate
1416,Garba Dance Competition,2025-09-18,Day 4,Madhya Pradesh,Jabalpur,Competition,Indian Culture & Traditions during Navratri,152,19571.89,5,3.7,Youth (13-25),School Campus,Municipal Corporation,0,Yes,No,Yes,25000,No,No,12530,27,26,50,35,29,Excellent,Yes,Not Accessible,Eco-Friendly
1433,College Navratri Fest,2025-09-18,Day 4,Maharashtra,Nagpur,College Fest,Garba & Dandiya: Cultural & Global Influence,426,78830.18,5,4.2,Senior (45+),Stadium,Cultural Society,100,No,No,No,0,No,No,17943,41,22,68,39,24,Excellent,Yes,Wheelchair Accessible,Moderate
1453,Grand Dandiya Celebration,2025-09-18,Day 4,Delhi,Ghaziabad,Dandiya Night,"Music, Dance & Art Forms of Navratri across India",592,168891.62,7,4.1,Kids (5-12),Public Park,Youth Association,0,Yes,No,No,0,No,No,43709,73,69,62,32,24,Excellent,Yes,Wheelchair Accessible,Traditional
1458,Kids Navratri Special,2025-09-18,Day 4,West Bengal,Kolkata,Kids Special,Goddess Devi & Her Nine Forms (Navadurga),190,21274.23,3,3.8,Kids (5-12),Public Park,Residential Welfare Association,0,No,Yes,No,0,Yes,Yes,3387,52,39,52,32,38,Good,Yes,Not Accessible,Eco-Friendly
1462,Techno Garba Dance Festival,2025-09-18,Day 4,West Bengal,Siliguri,Techno Garba,Indian Culture & Traditions during Navratri,232,60240.31,5,4.1,Youth (13-25),School Campus,Youth Association,0,No,No,No,0,Yes,Yes,19946,56,28,62,42,25,Average,Yes,Not Accessible,Moderate
1469,Celebrity Navratri Night,2025-09-18,Day 4,Punjab,Ludhiana,Celebrity Night,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",406,100253.65,4,4.7,Senior (45+),Temple Complex,Municipal Corporation,150,Yes,Yes,No,0,No,Yes,27631,28,66,48,31,16,Excellent,No,Limited,Eco-Friendly
1475,Techno Garba Dance Festival,2025-09-18,Day 4,Gujarat,Vadodara,Techno Garba,Goddess Devi & Her Nine Forms (Navadurga),580,150484.5,4,4.6,Adults (26-45),Stadium,Corporate CSR Initiative,200,Yes,No,No,0,No,Yes,15717,72,75,53,55,21,Good,No,Limited,Eco-Friendly
1483,Traditional Navratri Garba Night,2025-09-18,Day 4,Madhya Pradesh,Sagar,Traditional Garba,Indian Culture & Traditions during Navratri,147,12507.28,3,4.3,Senior (45+),Community Hall,NGO - Women Empowerment,0,No,Yes,Yes,0,No,No,38146,59,40,62,53,24,Excellent,Yes,Limited,Traditional
1497,Kids Navratri Special,2025-09-18,Day 4,Tamil Nadu,Chennai,Kids Special,Garba & Dandiya: Cultural & Global Influence,245,45772.02,3,3.7,Youth (13-25),College Ground,Municipal Corporation,0,Yes,No,Yes,0,No,No,21955,64,23,61,55,41,Good,Yes,Not Accessible,Traditional
1505,Kids Navratri Special,2025-09-18,Day 4,Tamil Nadu,Tirunelveli,Kids Special,"Music, Dance & Art Forms of Navratri across India",163,40770.85,2,4.4,Youth (13-25),Stadium,NGO - Women Empowerment,150,No,Yes,No,0,Yes,Yes,31694,41,42,67,38,27,Average,Yes,Wheelchair Accessible,Moderate
1524,Celebrity Navratri Night,2025-09-18,Day 4,Karnataka,Davangere,Celebrity Night,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),601,149015.52,6,4.6,Senior (45+),Open Ground,Local Community Committee,0,Yes,Yes,No,0,Yes,No,23233,28,60,64,45,15,Excellent,No,Limited,Moderate
1526,Techno Garba Dance Festival,2025-09-18,Day 4,Karnataka,Mangalore,Techno Garba,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",617,51688.17,5,4.5,Kids (5-12),Public Park,Youth Association,200,Yes,Yes,No,0,No,No,25657,44,73,65,54,31,Good,Yes,Limited,Moderate
1534,Techno Garba Dance Festival,2025-09-18,Day 4,West Bengal,Siliguri,Techno Garba,Garba & Dandiya: Cultural & Global Influence,309,70102.36,5,4.5,Kids (5-12),Stadium,College Cultural Committee,100,No,Yes,No,0,Yes,No,19680,78,28,51,45,23,Good,Yes,Not Accessible,Moderate
1536,Garba Dance Competition,2025-09-18,Day 4,Delhi,New Delhi,Competition,Devi-Devata in Indian Scriptures & their Symbolism,132,29796.97,5,3.7,Senior (45+),Open Ground,Residential Welfare Association,200,Yes,No,No,5000,Yes,No,13674,22,53,58,36,39,Good,Yes,Limited,Eco-Friendly
1545,College Navratri Fest,2025-09-18,Day 4,Delhi,Ghaziabad,College Fest,"Music, Dance & Art Forms of Navratri across India",843,122904.47,6,4.5,Adults (26-45),Temple Complex,Youth Association,100,Yes,Yes,No,0,No,Yes,30508,49,58,67,35,35,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1557,Kids Navratri Special,2025-09-18,Day 4,Gujarat,Rajkot,Kids Special,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",275,77163.41,2,3.6,Kids (5-12),Public Park,NGO - Women Empowerment,50,Yes,Yes,No,0,No,No,13693,45,62,56,44,48,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1564,Grand Dandiya Celebration,2025-09-18,Day 4,Karnataka,Davangere,Dandiya Night,Mata Sati & the Significance of Shakti Peethas,443,96991.2,6,3.8,Youth (13-25),School Campus,Corporate CSR Initiative,150,Yes,No,No,0,No,Yes,12145,28,53,68,37,42,Good,No,Wheelchair Accessible,Eco-Friendly
1590,Techno Garba Dance Festival,2025-09-18,Day 4,Rajasthan,Ajmer,Techno Garba,Comparative Study: Navratri Celebrations in Different States of India,633,84277.25,6,4.1,Kids (5-12),Temple Complex,Residential Welfare Association,0,Yes,Yes,Yes,0,No,No,8216,20,39,67,40,36,Good,Yes,Limited,Eco-Friendly
1595,College Navratri Fest,2025-09-18,Day 4,Rajasthan,Udaipur,College Fest,Garba & Dandiya: Cultural & Global Influence,392,39422.78,5,4.3,Kids (5-12),Community Hall,Residential Welfare Association,200,Yes,Yes,No,0,No,No,3866,46,21,45,35,38,Excellent,No,Limited,Moderate
1029,Traditional Navratri Garba Night,2025-09-19,Day 5,Karnataka,Belgaum,Traditional Garba,Goddess Devi & Her Nine Forms (Navadurga),256,29529.57,5,3.8,All Ages,Hotel Banquet,School Management,0,Yes,Yes,No,0,No,Yes,42427,47,70,48,41,15,Average,Yes,Limited,Traditional
1039,Garba Dance Competition,2025-09-19,Day 5,Uttar Pradesh,Agra,Competition,Social & Economic Impact of Navratri Celebrations,91,11441.88,5,3.6,Youth (13-25),College Ground,Municipal Corporation,200,Yes,No,No,25000,Yes,No,30378,42,26,56,36,14,Excellent,No,Wheelchair Accessible,Traditional
1065,Garba Dance Competition,2025-09-19,Day 5,Madhya Pradesh,Jabalpur,Competition,Indian Culture & Traditions during Navratri,204,48549.36,5,3.9,Senior (45+),Temple Complex,College Cultural Committee,100,Yes,No,No,0,No,No,46379,40,68,66,37,43,Excellent,Yes,Limited,Moderate
1068,Traditional Navratri Garba Night,2025-09-19,Day 5,Gujarat,Bhavnagar,Traditional Garba,Social & Economic Impact of Navratri Celebrations,587,76913.65,4,4.3,Adults (26-45),Temple Complex,College Cultural Committee,0,Yes,Yes,No,0,No,No,24164,58,40,61,45,48,Excellent,No,Limited,Moderate
1073,Traditional Navratri Garba Night,2025-09-19,Day 5,Madhya Pradesh,Sagar,Traditional Garba,Navratri as a Platform for Social Unity & Diversity,164,17996.8,3,3.9,Youth (13-25),Public Park,Residential Welfare Association,150,Yes,Yes,No,0,Yes,No,19268,62,79,67,37,40,Excellent,No,Wheelchair Accessible,Eco-Friendly
1082,College Navratri Fest,2025-09-19,Day 5,Rajasthan,Bikaner,College Fest,Importance of Shrishti (Creation) & Cosmic Energy,800,219970.46,7,3.9,Youth (13-25),Temple Complex,Youth Association,200,Yes,Yes,Yes,0,Yes,No,44590,23,52,58,53,33,Excellent,Yes,Limited,Eco-Friendly
1087,Garba Dance Competition,2025-09-19,Day 5,Delhi,Gurgaon,Competition,Indian Culture & Traditions during Navratri,150,23162.68,5,4.3,Adults (26-45),College Ground,Municipal Corporation,0,Yes,Yes,No,5000,Yes,No,3336,36,57,46,45,48,Good,Yes,Wheelchair Accessible,Moderate
1107,Traditional Navratri Garba Night,2025-09-19,Day 5,Rajasthan,Jodhpur,Traditional Garba,Importance of Shrishti (Creation) & Cosmic Energy,412,86565.11,5,4.6,Adults (26-45),Community Hall,Temple Trust,0,Yes,No,No,0,No,No,15482,57,78,49,43,40,Good,No,Not Accessible,Eco-Friendly
1108,Techno Garba Dance Festival,2025-09-19,Day 5,Rajasthan,Bikaner,Techno Garba,Eco-Friendly Navratri: Green Celebrations & Sustainability,583,73665.02,4,4.6,Senior (45+),Community Hall,Corporate CSR Initiative,50,Yes,No,No,0,Yes,No,33792,56,80,59,51,22,Good,No,Limited,Moderate
1118,Traditional Navratri Garba Night,2025-09-19,Day 5,Maharashtra,Pune,Traditional Garba,Indian Culture & Traditions during Navratri,443,48526.43,4,4.0,Senior (45+),Temple Complex,Corporate CSR Initiative,200,No,No,No,0,No,No,32433,65,68,47,50,38,Good,No,Limited,Eco-Friendly
1124,Garba Dance Competition,2025-09-19,Day 5,Tamil Nadu,Trichy,Competition,Comparative Study: Navratri Celebrations in Different States of India,78,12454.94,3,4.3,Kids (5-12),Open Ground,Corporate CSR Initiative,0,Yes,Yes,No,10000,Yes,Yes,46899,57,30,48,41,14,Good,Yes,Not Accessible,Traditional
1137,Traditional Navratri Garba Night,2025-09-19,Day 5,Rajasthan,Bikaner,Traditional Garba,Social & Economic Impact of Navratri Celebrations,316,57387.36,4,4.2,Youth (13-25),College Ground,Local Community Committee,200,Yes,Yes,No,0,Yes,No,6520,74,41,65,54,46,Good,Yes,Wheelchair Accessible,Eco-Friendly
1181,Garba Dance Competition,2025-09-19,Day 5,Rajasthan,Ajmer,Competition,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),249,36519.3,4,4.2,Kids (5-12),Stadium,Corporate CSR Initiative,50,Yes,No,No,5000,No,No,5633,44,27,63,55,45,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1192,Garba Dance Competition,2025-09-19,Day 5,Madhya Pradesh,Ujjain,Competition,Garba & Dandiya: Cultural & Global Influence,98,13474.34,3,3.5,Youth (13-25),Public Park,Local Community Committee,50,Yes,Yes,No,0,Yes,Yes,43058,33,79,52,53,44,Excellent,Yes,Limited,Moderate
1201,Garba Dance Competition,2025-09-19,Day 5,West Bengal,Malda,Competition,"Fasting Foods, Rituals & Health Benefits",86,22399.19,4,4.2,All Ages,Stadium,School Management,0,Yes,Yes,No,5000,No,No,23852,24,61,60,37,46,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1203,Garba Dance Competition,2025-09-19,Day 5,Maharashtra,Aurangabad,Competition,Goddess Devi & Her Nine Forms (Navadurga),322,80532.32,4,3.8,Adults (26-45),College Ground,Municipal Corporation,50,Yes,No,No,5000,No,No,9243,69,38,65,42,18,Excellent,Yes,Wheelchair Accessible,Traditional
1216,Garba Dance Competition,2025-09-19,Day 5,Karnataka,Mysore,Competition,Social & Economic Impact of Navratri Celebrations,239,39512.33,3,3.8,Senior (45+),Community Hall,College Cultural Committee,200,Yes,Yes,No,5000,Yes,No,49421,43,30,54,32,17,Excellent,Yes,Wheelchair Accessible,Moderate
1241,Garba Dance Competition,2025-09-19,Day 5,Uttar Pradesh,Agra,Competition,Social & Economic Impact of Navratri Celebrations,85,17510.8,4,4.3,Kids (5-12),Public Park,School Management,0,Yes,Yes,Yes,10000,Yes,No,1726,48,76,54,49,45,Excellent,Yes,Wheelchair Accessible,Moderate
1251,Techno Garba Dance Festival,2025-09-19,Day 5,West Bengal,Asansol,Techno Garba,"Music, Dance & Art Forms of Navratri across India",547,132682.89,4,4.4,All Ages,Open Ground,Municipal Corporation,0,No,Yes,No,0,No,No,27287,20,32,50,54,15,Good,Yes,Limited,Moderate
1256,Kids Navratri Special,2025-09-19,Day 5,Rajasthan,Jodhpur,Kids Special,Women Empowerment through Devi Worship,351,63567.45,4,4.7,Youth (13-25),Stadium,Youth Association,0,Yes,No,No,0,Yes,No,34586,24,68,63,44,34,Excellent,Yes,Limited,Moderate
1258,Traditional Navratri Garba Night,2025-09-19,Day 5,Maharashtra,Nashik,Traditional Garba,Comparative Study: Navratri Celebrations in Different States of India,609,100316.52,4,3.8,Kids (5-12),Community Hall,NGO - Women Empowerment,0,Yes,Yes,No,0,No,No,49928,44,60,61,33,26,Excellent,Yes,Limited,Moderate
1279,Garba Dance Competition,2025-09-19,Day 5,Tamil Nadu,Trichy,Competition,Goddess Devi & Her Nine Forms (Navadurga),81,12885.66,3,3.9,Senior (45+),Temple Complex,Temple Trust,200,Yes,No,No,10000,No,No,39674,23,23,50,39,46,Excellent,Yes,Not Accessible,Moderate
1291,Techno Garba Dance Festival,2025-09-19,Day 5,Gujarat,Ahmedabad,Techno Garba,Devi-Devata in Indian Scriptures & their Symbolism,1430,130781.98,4,4.5,All Ages,School Campus,Cultural Society,50,Yes,Yes,No,0,No,No,8382,31,71,46,45,19,Average,Yes,Not Accessible,Eco-Friendly
1311,Traditional Navratri Garba Night,2025-09-19,Day 5,Punjab,Ludhiana,Traditional Garba,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),419,94269.82,3,4.0,Senior (45+),Stadium,Local Community Committee,0,Yes,Yes,No,0,No,Yes,5151,20,69,49,32,15,Excellent,Yes,Wheelchair Accessible,Traditional
1353,Grand Dandiya Celebration,2025-09-19,Day 5,Karnataka,Belgaum,Dandiya Night,Women Empowerment through Devi Worship,556,157192.71,6,3.8,All Ages,School Campus,Temple Trust,0,No,Yes,Yes,0,Yes,No,6492,75,50,56,40,40,Good,Yes,Limited,Moderate
1379,Celebrity Navratri Night,2025-09-19,Day 5,Karnataka,Mangalore,Celebrity Night,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",975,231658.04,6,4.1,Adults (26-45),Temple Complex,College Cultural Committee,50,Yes,Yes,No,0,Yes,Yes,35928,64,39,69,55,42,Excellent,No,Limited,Moderate
1393,Grand Dandiya Celebration,2025-09-19,Day 5,West Bengal,Malda,Dandiya Night,Goddess Devi & Her Nine Forms (Navadurga),403,83930.43,5,4.2,Youth (13-25),School Campus,School Management,100,Yes,Yes,No,0,No,Yes,15690,23,48,57,32,45,Good,No,Wheelchair Accessible,Traditional
1402,Garba Dance Competition,2025-09-19,Day 5,Karnataka,Davangere,Competition,Mata Sati & the Significance of Shakti Peethas,254,22015.36,5,4.0,Youth (13-25),College Ground,Local Community Committee,150,No,No,Yes,0,No,No,36183,64,59,49,36,15,Excellent,Yes,Wheelchair Accessible,Moderate
1412,Kids Navratri Special,2025-09-19,Day 5,West Bengal,Howrah,Kids Special,Eco-Friendly Navratri: Green Celebrations & Sustainability,321,44778.91,2,4.0,Senior (45+),College Ground,Municipal Corporation,0,Yes,Yes,No,0,Yes,Yes,43811,41,52,63,37,15,Good,Yes,Wheelchair Accessible,Moderate
1421,Kids Navratri Special,2025-09-19,Day 5,Punjab,Mohali,Kids Special,Garba & Dandiya: Cultural & Global Influence,356,42153.42,3,4.2,All Ages,Public Park,College Cultural Committee,0,Yes,Yes,Yes,0,Yes,No,31496,43,79,61,48,43,Good,No,Wheelchair Accessible,Moderate
1435,Navratri Cultural Evening,2025-09-19,Day 5,Delhi,Noida,Cultural Program,Women Empowerment through Devi Worship,244,57984.6,4,3.6,All Ages,School Campus,Temple Trust,50,Yes,No,No,0,No,No,38116,40,29,67,39,47,Good,No,Not Accessible,Traditional
1473,Techno Garba Dance Festival,2025-09-19,Day 5,Delhi,Gurgaon,Techno Garba,Garba & Dandiya: Cultural & Global Influence,632,127314.58,4,4.7,All Ages,College Ground,School Management,50,Yes,No,Yes,0,No,No,39732,46,37,47,43,24,Excellent,Yes,Limited,Moderate
1485,Celebrity Navratri Night,2025-09-19,Day 5,Rajasthan,Kota,Celebrity Night,Garba & Dandiya: Cultural & Global Influence,835,67603.5,6,4.7,All Ages,Hotel Banquet,Residential Welfare Association,150,Yes,No,No,0,Yes,Yes,27193,23,34,55,34,12,Excellent,No,Wheelchair Accessible,Traditional
1501,Techno Garba Dance Festival,2025-09-19,Day 5,Madhya Pradesh,Indore,Techno Garba,Women Empowerment through Devi Worship,782,193447.09,5,4.0,Senior (45+),Temple Complex,Municipal Corporation,200,Yes,No,Yes,0,Yes,No,23483,72,60,65,38,30,Good,Yes,Not Accessible,Traditional
1509,Celebrity Navratri Night,2025-09-19,Day 5,West Bengal,Malda,Celebrity Night,"Music, Dance & Art Forms of Navratri across India",885,248937.24,6,4.7,Adults (26-45),Temple Complex,Residential Welfare Association,150,Yes,No,No,0,Yes,Yes,18373,32,39,61,42,17,Good,Yes,Limited,Traditional
1510,Celebrity Navratri Night,2025-09-19,Day 5,West Bengal,Asansol,Celebrity Night,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",751,207191.69,5,4.1,Senior (45+),Community Hall,Municipal Corporation,0,Yes,No,No,0,No,No,4276,33,37,52,35,31,Average,Yes,Wheelchair Accessible,Moderate
1511,Navratri Cultural Evening,2025-09-19,Day 5,Maharashtra,Nagpur,Cultural Program,Social & Economic Impact of Navratri Celebrations,191,21911.89,4,3.7,Youth (13-25),Temple Complex,Cultural Society,0,Yes,Yes,No,0,Yes,Yes,24088,68,31,46,31,13,Good,Yes,Wheelchair Accessible,Eco-Friendly
1513,Kids Navratri Special,2025-09-19,Day 5,Karnataka,Mangalore,Kids Special,Importance of Shrishti (Creation) & Cosmic Energy,317,90076.56,4,4.5,Kids (5-12),College Ground,Municipal Corporation,100,Yes,No,No,0,Yes,No,33490,28,58,55,43,11,Excellent,Yes,Limited,Traditional
1519,Techno Garba Dance Festival,2025-09-19,Day 5,Punjab,Patiala,Techno Garba,Eco-Friendly Navratri: Green Celebrations & Sustainability,644,55524.54,4,4.6,All Ages,Open Ground,Temple Trust,0,Yes,No,Yes,0,No,Yes,33539,34,79,51,41,27,Good,Yes,Wheelchair Accessible,Traditional
1520,College Navratri Fest,2025-09-19,Day 5,Uttar Pradesh,Meerut,College Fest,Social & Economic Impact of Navratri Celebrations,470,75346.3,7,3.8,Senior (45+),Open Ground,School Management,50,Yes,Yes,No,0,No,No,46438,23,60,66,37,46,Excellent,No,Limited,Moderate
1562,Techno Garba Dance Festival,2025-09-19,Day 5,Karnataka,Hubli,Techno Garba,Goddess Devi & Her Nine Forms (Navadurga),966,89712.68,5,4.6,All Ages,College Ground,Municipal Corporation,100,No,No,No,0,Yes,No,30858,38,26,57,51,23,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1570,Grand Dandiya Celebration,2025-09-19,Day 5,Maharashtra,Thane,Dandiya Night,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",688,89969.1,6,4.5,Senior (45+),Open Ground,Corporate CSR Initiative,0,Yes,Yes,No,0,Yes,No,40244,43,33,50,48,38,Good,No,Limited,Traditional
1575,College Navratri Fest,2025-09-19,Day 5,Madhya Pradesh,Indore,College Fest,Goddess Devi & Her Nine Forms (Navadurga),585,71524.25,6,4.4,Kids (5-12),Temple Complex,Youth Association,0,Yes,Yes,No,0,No,No,42773,38,27,63,47,16,Good,Yes,Limited,Traditional
1586,Navratri Cultural Evening,2025-09-19,Day 5,Karnataka,Mangalore,Cultural Program,Women Empowerment through Devi Worship,210,60991.58,4,3.7,Kids (5-12),Public Park,Corporate CSR Initiative,0,Yes,Yes,No,0,Yes,No,41726,50,44,57,55,16,Excellent,Yes,Not Accessible,Moderate
1048,Garba Dance Competition,2025-09-20,Day 6,West Bengal,Malda,Competition,Women Empowerment through Devi Worship,136,26588.94,5,3.8,Kids (5-12),Open Ground,Temple Trust,0,Yes,No,No,50000,No,No,35701,56,47,55,47,12,Excellent,Yes,Wheelchair Accessible,Traditional
1055,Kids Navratri Special,2025-09-20,Day 6,Maharashtra,Aurangabad,Kids Special,Comparative Study: Navratri Celebrations in Different States of India,572,143896.45,4,4.4,Adults (26-45),Stadium,Corporate CSR Initiative,0,Yes,No,Yes,0,No,No,49787,52,71,52,38,42,Good,Yes,Wheelchair Accessible,Eco-Friendly
1061,College Navratri Fest,2025-09-20,Day 6,Gujarat,Rajkot,College Fest,"Music, Dance & Art Forms of Navratri across India",756,69974.69,7,4.0,Senior (45+),School Campus,Youth Association,0,Yes,Yes,Yes,0,Yes,Yes,34997,31,39,64,35,33,Good,Yes,Wheelchair Accessible,Traditional
1075,Kids Navratri Special,2025-09-20,Day 6,Karnataka,Davangere,Kids Special,Women Empowerment through Devi Worship,282,52422.59,3,4.3,All Ages,Hotel Banquet,College Cultural Committee,50,Yes,No,No,0,No,No,17052,37,44,57,52,26,Excellent,Yes,Wheelchair Accessible,Traditional
1078,Garba Dance Competition,2025-09-20,Day 6,Punjab,Bathinda,Competition,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),111,27664.43,3,4.5,Youth (13-25),Hotel Banquet,Local Community Committee,100,Yes,No,No,0,No,No,7910,69,71,65,52,21,Good,Yes,Wheelchair Accessible,Traditional
1080,College Navratri Fest,2025-09-20,Day 6,Tamil Nadu,Salem,College Fest,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",510,122475.67,6,3.9,Adults (26-45),Open Ground,School Management,100,No,Yes,Yes,0,Yes,No,28044,52,25,47,34,28,Excellent,Yes,Limited,Traditional
1092,College Navratri Fest,2025-09-20,Day 6,Madhya Pradesh,Ujjain,College Fest,Indian Culture & Traditions during Navratri,406,42568.09,6,3.9,Adults (26-45),Temple Complex,Municipal Corporation,0,Yes,Yes,No,0,No,No,12439,41,64,49,44,20,Good,Yes,Wheelchair Accessible,Moderate
1106,Kids Navratri Special,2025-09-20,Day 6,Karnataka,Belgaum,Kids Special,"Music, Dance & Art Forms of Navratri across India",192,48907.46,2,4.4,All Ages,Hotel Banquet,College Cultural Committee,0,No,Yes,Yes,0,No,No,13982,77,45,50,45,42,Good,Yes,Limited,Traditional
